country,date,sector,mtco2
ROW,27/05/2019,Power,9.26654853
ROW,28/05/2019,Power,9.69324939
ROW,29/05/2019,Power,9.72510585
ROW,30/05/2019,Power,9.52939499
ROW,31/05/2019,Power,9.61332997
ROW,01/06/2019,Power,9.10745376
ROW,02/06/2019,Power,8.75325806
ROW,03/06/2019,Power,9.71052312
ROW,04/06/2019,Power,10.071192
ROW,05/06/2019,Power,10.2918521
ROW,06/06/2019,Power,10.0944487
ROW,07/06/2019,Power,9.51613982
ROW,08/06/2019,Power,8.94990238
ROW,09/06/2019,Power,9.32969861
ROW,10/06/2019,Power,10.1844519
ROW,11/06/2019,Power,10.2333398
ROW,12/06/2019,Power,10.1110795
ROW,13/06/2019,Power,9.85182847
ROW,14/06/2019,Power,9.82831327
ROW,15/06/2019,Power,9.49833798
ROW,16/06/2019,Power,9.14150462
ROW,17/06/2019,Power,10.0532804
ROW,18/06/2019,Power,10.4667373
ROW,19/06/2019,Power,10.7347483
ROW,20/06/2019,Power,10.5497429
ROW,21/06/2019,Power,10.5646173
ROW,22/06/2019,Power,9.93801709
ROW,23/06/2019,Power,9.30356944
ROW,24/06/2019,Power,10.1469978
ROW,25/06/2019,Power,10.2899229
ROW,26/06/2019,Power,10.4924621
ROW,27/06/2019,Power,10.6601174
ROW,28/06/2019,Power,10.7404149
ROW,29/06/2019,Power,10.3049943
ROW,30/06/2019,Power,9.67929326
ROW,01/07/2019,Power,10.5930741
ROW,02/07/2019,Power,10.8669856
ROW,03/07/2019,Power,11.0465645
ROW,04/07/2019,Power,10.6614873
ROW,05/07/2019,Power,10.5562631
ROW,06/07/2019,Power,9.96153688
ROW,07/07/2019,Power,9.57501449
ROW,08/07/2019,Power,10.5379012
ROW,09/07/2019,Power,10.5909301
ROW,10/07/2019,Power,10.6728561
ROW,11/07/2019,Power,10.8611221
ROW,12/07/2019,Power,10.8380099
ROW,13/07/2019,Power,10.2603435
ROW,14/07/2019,Power,9.93466862
ROW,15/07/2019,Power,10.8732568
ROW,16/07/2019,Power,11.1056313
ROW,17/07/2019,Power,11.2969144
ROW,18/07/2019,Power,11.557037
ROW,19/07/2019,Power,11.671012
ROW,20/07/2019,Power,10.9936528
ROW,21/07/2019,Power,10.6447299
ROW,22/07/2019,Power,11.4815308
ROW,23/07/2019,Power,11.6239508
ROW,24/07/2019,Power,11.8649249
ROW,25/07/2019,Power,11.7538231
ROW,26/07/2019,Power,11.7102804
ROW,27/07/2019,Power,11.0555951
ROW,28/07/2019,Power,10.7587482
ROW,29/07/2019,Power,11.7637174
ROW,30/07/2019,Power,11.901689
ROW,31/07/2019,Power,11.8037196
ROW,01/08/2019,Power,11.7346296
ROW,02/08/2019,Power,11.3396394
ROW,03/08/2019,Power,10.8274532
ROW,04/08/2019,Power,10.5246363
ROW,05/08/2019,Power,11.3876695
ROW,06/08/2019,Power,11.7428384
ROW,07/08/2019,Power,11.5827006
ROW,08/08/2019,Power,11.5395384
ROW,09/08/2019,Power,11.3674246
ROW,10/08/2019,Power,10.3490383
ROW,11/08/2019,Power,9.75907281
ROW,12/08/2019,Power,10.871357
ROW,13/08/2019,Power,11.3408143
ROW,14/08/2019,Power,11.4302889
ROW,15/08/2019,Power,10.7749118
ROW,16/08/2019,Power,10.7646794
ROW,17/08/2019,Power,10.407493
ROW,18/08/2019,Power,10.2775876
ROW,19/08/2019,Power,11.387279
ROW,20/08/2019,Power,11.5897388
ROW,21/08/2019,Power,11.6525655
ROW,22/08/2019,Power,11.6253757
ROW,23/08/2019,Power,11.5529057
ROW,24/08/2019,Power,10.8255038
ROW,25/08/2019,Power,10.2118812
ROW,26/08/2019,Power,11.1916011
ROW,27/08/2019,Power,11.6336561
ROW,28/08/2019,Power,11.5829834
ROW,29/08/2019,Power,11.2360836
ROW,30/08/2019,Power,11.1754401
ROW,31/08/2019,Power,10.3603156
ROW,01/09/2019,Power,9.7714493
ROW,02/09/2019,Power,10.4704606
ROW,03/09/2019,Power,10.8021621
ROW,04/09/2019,Power,10.8197102
ROW,05/09/2019,Power,10.7966365
ROW,06/09/2019,Power,10.8847497
ROW,07/09/2019,Power,10.4431165
ROW,08/09/2019,Power,10.2738693
ROW,09/09/2019,Power,11.113432
ROW,10/09/2019,Power,11.1542801
ROW,11/09/2019,Power,10.97963
ROW,12/09/2019,Power,10.9700624
ROW,13/09/2019,Power,10.1676266
ROW,14/09/2019,Power,9.91009536
ROW,15/09/2019,Power,9.80522153
ROW,16/09/2019,Power,10.6404573
ROW,17/09/2019,Power,10.4987625
ROW,18/09/2019,Power,10.3600297
ROW,19/09/2019,Power,10.4270451
ROW,20/09/2019,Power,10.3275226
ROW,21/09/2019,Power,9.65035406
ROW,22/09/2019,Power,9.45586133
ROW,23/09/2019,Power,10.44215
ROW,24/09/2019,Power,10.4871235
ROW,25/09/2019,Power,10.3754664
ROW,26/09/2019,Power,10.2325025
ROW,27/09/2019,Power,10.0754046
ROW,28/09/2019,Power,9.45350894
ROW,29/09/2019,Power,9.11856147
ROW,30/09/2019,Power,9.45613104
ROW,01/10/2019,Power,9.29812878
ROW,02/10/2019,Power,9.61027717
ROW,03/10/2019,Power,9.79962682
ROW,04/10/2019,Power,9.89130354
ROW,05/10/2019,Power,9.48765656
ROW,06/10/2019,Power,9.31902537
ROW,07/10/2019,Power,9.93495612
ROW,08/10/2019,Power,9.70015887
ROW,09/10/2019,Power,9.64625692
ROW,10/10/2019,Power,9.91948485
ROW,11/10/2019,Power,9.98687537
ROW,12/10/2019,Power,9.39115394
ROW,13/10/2019,Power,9.04301543
ROW,14/10/2019,Power,9.69039403
ROW,15/10/2019,Power,10.0318313
ROW,16/10/2019,Power,10.2378103
ROW,17/10/2019,Power,10.1506435
ROW,18/10/2019,Power,9.87243335
ROW,19/10/2019,Power,9.40146996
ROW,20/10/2019,Power,9.00254231
ROW,21/10/2019,Power,9.90024976
ROW,22/10/2019,Power,9.99308478
ROW,23/10/2019,Power,9.91371895
ROW,24/10/2019,Power,9.85542368
ROW,25/10/2019,Power,9.76456021
ROW,26/10/2019,Power,8.93012829
ROW,27/10/2019,Power,8.54743011
ROW,28/10/2019,Power,9.43522713
ROW,29/10/2019,Power,9.9148786
ROW,30/10/2019,Power,9.77115521
ROW,31/10/2019,Power,10.015152
ROW,01/11/2019,Power,9.54437026
ROW,02/11/2019,Power,9.34623241
ROW,03/11/2019,Power,9.0196099
ROW,04/11/2019,Power,9.64455773
ROW,05/11/2019,Power,10.1021413
ROW,06/11/2019,Power,10.3796262
ROW,07/11/2019,Power,10.3424341
ROW,08/11/2019,Power,10.4574057
ROW,09/11/2019,Power,9.91670409
ROW,10/11/2019,Power,9.41943327
ROW,11/11/2019,Power,10.1152313
ROW,12/11/2019,Power,10.6183062
ROW,13/11/2019,Power,10.8413817
ROW,14/11/2019,Power,10.926726
ROW,15/11/2019,Power,10.9033911
ROW,16/11/2019,Power,10.3401388
ROW,17/11/2019,Power,10.119464
ROW,18/11/2019,Power,10.7901005
ROW,19/11/2019,Power,11.0460201
ROW,20/11/2019,Power,11.292894
ROW,21/11/2019,Power,11.1877194
ROW,22/11/2019,Power,10.9700965
ROW,23/11/2019,Power,10.3398041
ROW,24/11/2019,Power,9.93123985
ROW,25/11/2019,Power,10.9848901
ROW,26/11/2019,Power,11.182899
ROW,27/11/2019,Power,11.1137945
ROW,28/11/2019,Power,10.9773301
ROW,29/11/2019,Power,11.3047637
ROW,30/11/2019,Power,10.8011232
ROW,01/12/2019,Power,10.4258701
ROW,02/12/2019,Power,11.3355301
ROW,03/12/2019,Power,11.5284036
ROW,04/12/2019,Power,11.6407895
ROW,05/12/2019,Power,11.6315011
ROW,06/12/2019,Power,11.5228823
ROW,07/12/2019,Power,10.9316307
ROW,08/12/2019,Power,10.2491069
ROW,09/12/2019,Power,11.106557
ROW,10/12/2019,Power,11.5226065
ROW,11/12/2019,Power,11.778705
ROW,12/12/2019,Power,11.8609263
ROW,13/12/2019,Power,11.4413362
ROW,14/12/2019,Power,10.7170432
ROW,15/12/2019,Power,10.5755586
ROW,16/12/2019,Power,11.3100307
ROW,17/12/2019,Power,11.7794053
ROW,18/12/2019,Power,11.9230213
ROW,19/12/2019,Power,11.8407579
ROW,20/12/2019,Power,11.5523234
ROW,21/12/2019,Power,11.2372849
ROW,22/12/2019,Power,11.0432867
ROW,23/12/2019,Power,11.2580485
ROW,24/12/2019,Power,10.9952217
ROW,25/12/2019,Power,10.8166727
ROW,26/12/2019,Power,10.9781182
ROW,27/12/2019,Power,11.0982684
ROW,28/12/2019,Power,10.7642198
ROW,29/12/2019,Power,10.4310111
ROW,30/12/2019,Power,10.6947539
ROW,31/12/2019,Power,10.9521038
ROW,01/01/2020,Power,10.309519
ROW,02/01/2020,Power,11.5482496
ROW,03/01/2020,Power,11.8259114
ROW,04/01/2020,Power,11.775332
ROW,05/01/2020,Power,11.4628456
ROW,06/01/2020,Power,10.9871439
ROW,07/01/2020,Power,11.5968788
ROW,08/01/2020,Power,11.4285056
ROW,09/01/2020,Power,11.9402886
ROW,10/01/2020,Power,12.3555882
ROW,11/01/2020,Power,12.3307532
ROW,12/01/2020,Power,11.4932436
ROW,13/01/2020,Power,11.0067549
ROW,14/01/2020,Power,11.6713586
ROW,15/01/2020,Power,11.802695
ROW,16/01/2020,Power,11.9396953
ROW,17/01/2020,Power,11.9051892
ROW,18/01/2020,Power,11.812727
ROW,19/01/2020,Power,11.2933433
ROW,20/01/2020,Power,11.1131506
ROW,21/01/2020,Power,11.6860082
ROW,22/01/2020,Power,11.6753374
ROW,23/01/2020,Power,11.6198475
ROW,24/01/2020,Power,11.5217919
ROW,25/01/2020,Power,11.422856
ROW,26/01/2020,Power,10.7114296
ROW,27/01/2020,Power,9.93235514
ROW,28/01/2020,Power,10.6562286
ROW,29/01/2020,Power,10.8849885
ROW,30/01/2020,Power,11.1117911
ROW,31/01/2020,Power,11.0025653
ROW,01/02/2020,Power,10.3035735
ROW,02/02/2020,Power,9.47150927
ROW,03/02/2020,Power,8.9267274
ROW,04/02/2020,Power,9.33740654
ROW,05/02/2020,Power,9.56212002
ROW,06/02/2020,Power,9.58980757
ROW,07/02/2020,Power,9.42617609
ROW,08/02/2020,Power,9.71124897
ROW,09/02/2020,Power,9.68686898
ROW,10/02/2020,Power,9.7002682
ROW,11/02/2020,Power,10.3012525
ROW,12/02/2020,Power,10.6427979
ROW,13/02/2020,Power,10.5987151
ROW,14/02/2020,Power,10.6790252
ROW,15/02/2020,Power,10.6888831
ROW,16/02/2020,Power,10.1761027
ROW,17/02/2020,Power,10.0611367
ROW,18/02/2020,Power,11.1179088
ROW,19/02/2020,Power,11.4122668
ROW,20/02/2020,Power,11.2063473
ROW,21/02/2020,Power,11.2280351
ROW,22/02/2020,Power,11.1903619
ROW,23/02/2020,Power,10.3092274
ROW,24/02/2020,Power,10.0577665
ROW,25/02/2020,Power,10.8993452
ROW,26/02/2020,Power,11.1725428
ROW,27/02/2020,Power,11.1005457
ROW,28/02/2020,Power,10.8186515
ROW,29/02/2020,Power,10.817729
ROW,01/03/2020,Power,11.093741
ROW,02/03/2020,Power,10.4395315
ROW,03/03/2020,Power,10.0418702
ROW,04/03/2020,Power,10.5762335
ROW,05/03/2020,Power,10.7833539
ROW,06/03/2020,Power,10.6176852
ROW,07/03/2020,Power,10.4300324
ROW,08/03/2020,Power,10.4281846
ROW,09/03/2020,Power,9.79138848
ROW,10/03/2020,Power,9.43700886
ROW,11/03/2020,Power,9.92907174
ROW,12/03/2020,Power,9.84469799
ROW,13/03/2020,Power,9.89679957
ROW,14/03/2020,Power,9.9194925
ROW,15/03/2020,Power,9.81487613
ROW,16/03/2020,Power,9.49018465
ROW,17/03/2020,Power,9.21885491
ROW,18/03/2020,Power,9.92850824
ROW,19/03/2020,Power,9.91990522
ROW,20/03/2020,Power,9.8534089
ROW,21/03/2020,Power,9.66754158
ROW,22/03/2020,Power,9.64968097
ROW,23/03/2020,Power,9.24518397
ROW,24/03/2020,Power,8.85237956
ROW,25/03/2020,Power,9.46826634
ROW,26/03/2020,Power,9.20077406
ROW,27/03/2020,Power,9.15321042
ROW,28/03/2020,Power,9.25364733
ROW,29/03/2020,Power,9.12595652
ROW,30/03/2020,Power,8.54506452
ROW,31/03/2020,Power,8.33548804
ROW,01/04/2020,Power,9.06634112
ROW,02/04/2020,Power,9.28155032
ROW,03/04/2020,Power,9.25932556
ROW,04/04/2020,Power,9.00094908
ROW,05/04/2020,Power,8.51514224
ROW,06/04/2020,Power,8.09519637
ROW,07/04/2020,Power,7.98730839
ROW,08/04/2020,Power,8.74790566
ROW,09/04/2020,Power,8.85591995
ROW,10/04/2020,Power,9.01958091
ROW,11/04/2020,Power,8.96810781
ROW,12/04/2020,Power,8.87264152
ROW,13/04/2020,Power,8.39140944
ROW,14/04/2020,Power,8.02733718
ROW,15/04/2020,Power,8.38750868
ROW,16/04/2020,Power,8.45423833
ROW,17/04/2020,Power,8.17564247
ROW,18/04/2020,Power,8.25497246
ROW,19/04/2020,Power,8.19801823
ROW,20/04/2020,Power,7.95475578
ROW,21/04/2020,Power,7.63240744
ROW,22/04/2020,Power,8.00921886
ROW,23/04/2020,Power,8.44145137
ROW,24/04/2020,Power,8.69255757
ROW,25/04/2020,Power,8.68395949
ROW,26/04/2020,Power,8.56938271
ROW,27/04/2020,Power,8.09846232
ROW,28/04/2020,Power,8.33228065
ROW,29/04/2020,Power,8.83480552
ROW,30/04/2020,Power,8.94563962
ROW,01/05/2020,Power,8.00607963
ROW,02/05/2020,Power,8.32200858
ROW,03/05/2020,Power,8.63935233
ROW,04/05/2020,Power,8.41127893
ROW,05/05/2020,Power,8.17433047
ROW,06/05/2020,Power,8.94508296
ROW,07/05/2020,Power,9.28687174
ROW,08/05/2020,Power,9.02958827
ROW,09/05/2020,Power,9.28464073
ROW,10/05/2020,Power,9.30214644
ROW,11/05/2020,Power,8.72514662
ROW,12/05/2020,Power,8.27256932
ROW,13/05/2020,Power,9.22282685
ROW,14/05/2020,Power,9.42227845
ROW,15/05/2020,Power,9.50994078
ROW,16/05/2020,Power,9.45151581
ROW,17/05/2020,Power,9.48415801
ROW,18/05/2020,Power,9.1201234
ROW,19/05/2020,Power,8.76649345
ROW,20/05/2020,Power,9.34413777
ROW,21/05/2020,Power,9.34274371
ROW,22/05/2020,Power,9.48302285
ROW,23/05/2020,Power,9.70913112
ROW,24/05/2020,Power,9.52431282
ROW,25/05/2020,Power,9.16991019
ROW,26/05/2020,Power,8.82992461
ROW,27/05/2020,Power,9.24954021
ROW,28/05/2020,Power,9.67545789
ROW,29/05/2020,Power,9.70725587
ROW,30/05/2020,Power,9.51190424
ROW,31/05/2020,Power,9.59568515
ROW,01/06/2020,Power,9.09073745
ROW,02/06/2020,Power,8.73719187
ROW,03/06/2020,Power,9.71052312
ROW,04/06/2020,Power,10.071192
ROW,05/06/2020,Power,10.2918521
ROW,06/06/2020,Power,10.0944487
ROW,07/06/2020,Power,9.51613982
ROW,08/06/2020,Power,8.94990238
ROW,09/06/2020,Power,9.32969861
ROW,10/06/2020,Power,10.1844519
ROW,11/06/2020,Power,10.2333398
ROW,12/06/2020,Power,10.1110795
ROW,13/06/2020,Power,9.85182847
ROW,14/06/2020,Power,9.82831327
ROW,15/06/2020,Power,9.49833798
ROW,16/06/2020,Power,9.14150462
ROW,17/06/2020,Power,10.0532804
ROW,18/06/2020,Power,10.4667373
ROW,19/06/2020,Power,10.7347483
ROW,20/06/2020,Power,10.5497429
ROW,21/06/2020,Power,10.5646173
ROW,22/06/2020,Power,9.93801709
ROW,23/06/2020,Power,9.30356944
ROW,24/06/2020,Power,10.1469978
ROW,25/06/2020,Power,10.2899229
ROW,26/06/2020,Power,10.4924621
ROW,27/06/2020,Power,10.6601174
ROW,28/06/2020,Power,10.7404149
ROW,29/06/2020,Power,10.3049943
ROW,30/06/2020,Power,9.67929326
ROW,01/07/2020,Power,10.5930741
ROW,02/07/2020,Power,10.8669856
ROW,03/07/2020,Power,11.0465645
ROW,04/07/2020,Power,10.6614873
ROW,05/07/2020,Power,10.5562631
ROW,06/07/2020,Power,9.96153688
ROW,07/07/2020,Power,9.57501449
ROW,08/07/2020,Power,10.5379012
ROW,09/07/2020,Power,10.5909301
ROW,10/07/2020,Power,10.6728561
ROW,11/07/2020,Power,10.8611221
ROW,12/07/2020,Power,10.8380099
ROW,13/07/2020,Power,10.2603435
ROW,14/07/2020,Power,9.93466862
ROW,15/07/2020,Power,10.8732568
ROW,16/07/2020,Power,11.1056313
ROW,17/07/2020,Power,11.2969144
ROW,18/07/2020,Power,11.557037
ROW,19/07/2020,Power,11.671012
ROW,20/07/2020,Power,10.9936528
ROW,21/07/2020,Power,10.6447299
ROW,22/07/2020,Power,11.4815308
ROW,23/07/2020,Power,11.6239508
ROW,24/07/2020,Power,11.8649249
ROW,25/07/2020,Power,11.7538231
ROW,26/07/2020,Power,11.7102804
ROW,27/07/2020,Power,11.0555951
ROW,28/07/2020,Power,10.7587482
ROW,29/07/2020,Power,11.7637174
ROW,30/07/2020,Power,11.901689
ROW,31/07/2020,Power,11.8037196
ROW,01/08/2020,Power,11.7346296
ROW,02/08/2020,Power,11.3396394
ROW,03/08/2020,Power,10.8274532
ROW,04/08/2020,Power,10.5246363
ROW,05/08/2020,Power,11.3876695
ROW,06/08/2020,Power,11.7428384
ROW,07/08/2020,Power,11.5827006
ROW,08/08/2020,Power,11.5395384
ROW,09/08/2020,Power,11.3674246
ROW,10/08/2020,Power,10.3490383
ROW,11/08/2020,Power,9.75907281
ROW,12/08/2020,Power,10.871357
ROW,13/08/2020,Power,11.3408143
ROW,14/08/2020,Power,11.4302889
ROW,15/08/2020,Power,10.7749118
ROW,16/08/2020,Power,10.7646794
ROW,17/08/2020,Power,10.407493
ROW,18/08/2020,Power,10.2775876
ROW,19/08/2020,Power,11.387279
ROW,20/08/2020,Power,11.5897388
ROW,21/08/2020,Power,11.6525655
ROW,22/08/2020,Power,11.6253757
ROW,23/08/2020,Power,11.5529057
ROW,24/08/2020,Power,10.8255038
ROW,25/08/2020,Power,10.2118812
ROW,26/08/2020,Power,11.1916011
ROW,27/08/2020,Power,11.6336561
ROW,28/08/2020,Power,11.5829834
ROW,29/08/2020,Power,11.2360836
ROW,30/08/2020,Power,11.1754401
ROW,31/08/2020,Power,10.3603156
ROW,01/09/2020,Power,9.7714493
ROW,02/09/2020,Power,10.4704606
ROW,03/09/2020,Power,10.8021621
ROW,04/09/2020,Power,10.8197102
ROW,05/09/2020,Power,10.7966365
ROW,06/09/2020,Power,10.8847497
ROW,07/09/2020,Power,10.4431165
ROW,08/09/2020,Power,10.2738693
ROW,09/09/2020,Power,11.113432
ROW,10/09/2020,Power,11.1542801
ROW,11/09/2020,Power,10.97963
ROW,12/09/2020,Power,10.9700624
ROW,13/09/2020,Power,10.1676266
ROW,14/09/2020,Power,9.91009536
ROW,15/09/2020,Power,9.80522153
ROW,16/09/2020,Power,10.6404573
ROW,17/09/2020,Power,10.4987625
ROW,18/09/2020,Power,10.3600297
ROW,19/09/2020,Power,10.4270451
ROW,20/09/2020,Power,10.3275226
ROW,21/09/2020,Power,9.65035406
ROW,22/09/2020,Power,9.45586133
ROW,23/09/2020,Power,10.44215
ROW,24/09/2020,Power,10.4871235
ROW,25/09/2020,Power,10.3754664
ROW,26/09/2020,Power,10.2325025
ROW,27/09/2020,Power,10.0754046
ROW,28/09/2020,Power,9.45350894
ROW,29/09/2020,Power,9.11856147
ROW,30/09/2020,Power,9.45613104
ROW,01/10/2020,Power,9.29812878
ROW,02/10/2020,Power,9.61027717
ROW,03/10/2020,Power,9.79962682
ROW,04/10/2020,Power,9.89130354
ROW,05/10/2020,Power,9.48765656
ROW,06/10/2020,Power,9.31902537
ROW,07/10/2020,Power,9.93495612
ROW,08/10/2020,Power,9.70015887
ROW,09/10/2020,Power,9.64625692
ROW,10/10/2020,Power,9.91948485
ROW,11/10/2020,Power,9.98687537
ROW,12/10/2020,Power,9.39115394
ROW,13/10/2020,Power,9.04301543
ROW,14/10/2020,Power,9.69039403
ROW,15/10/2020,Power,10.0318313
ROW,16/10/2020,Power,10.2378103
ROW,17/10/2020,Power,10.1506435
ROW,18/10/2020,Power,9.87243335
ROW,19/10/2020,Power,9.40146996
ROW,20/10/2020,Power,9.00254231
ROW,21/10/2020,Power,9.90024976
ROW,22/10/2020,Power,9.99308478
ROW,23/10/2020,Power,9.91371895
ROW,24/10/2020,Power,9.85542368
ROW,25/10/2020,Power,9.76456021
ROW,26/10/2020,Power,8.93012829
ROW,27/10/2020,Power,8.54743011
ROW,28/10/2020,Power,9.43522713
ROW,29/10/2020,Power,9.9148786
ROW,30/10/2020,Power,9.77115521
ROW,31/10/2020,Power,10.015152
ROW,01/11/2020,Power,9.54437026
ROW,02/11/2020,Power,9.34623241
ROW,03/11/2020,Power,9.0196099
ROW,04/11/2020,Power,9.64455773
ROW,05/11/2020,Power,10.1021413
ROW,06/11/2020,Power,10.3796262
ROW,07/11/2020,Power,10.3424341
ROW,08/11/2020,Power,10.4574057
ROW,09/11/2020,Power,9.91670409
ROW,10/11/2020,Power,9.41943327
ROW,11/11/2020,Power,10.1152313
ROW,12/11/2020,Power,10.6183062
ROW,13/11/2020,Power,10.8413817
ROW,14/11/2020,Power,10.926726
ROW,15/11/2020,Power,10.9033911
ROW,16/11/2020,Power,10.3401388
ROW,17/11/2020,Power,10.119464
ROW,18/11/2020,Power,10.7901005
ROW,19/11/2020,Power,11.0460201
ROW,20/11/2020,Power,11.292894
ROW,21/11/2020,Power,11.1877194
ROW,22/11/2020,Power,10.9700965
ROW,23/11/2020,Power,10.3398041
ROW,24/11/2020,Power,9.93123985
ROW,25/11/2020,Power,10.9848901
ROW,26/11/2020,Power,11.182899
ROW,27/11/2020,Power,11.1137945
ROW,28/11/2020,Power,10.9773301
ROW,29/11/2020,Power,11.3047637
ROW,30/11/2020,Power,10.8011232
ROW,01/12/2020,Power,10.4258701
ROW,02/12/2020,Power,11.3355301
ROW,03/12/2020,Power,11.5284036
ROW,04/12/2020,Power,11.6407895
ROW,05/12/2020,Power,11.6315011
ROW,06/12/2020,Power,11.5228823
ROW,07/12/2020,Power,10.9316307
ROW,08/12/2020,Power,10.2491069
ROW,09/12/2020,Power,11.106557
ROW,10/12/2020,Power,11.5226065
ROW,11/12/2020,Power,11.778705
ROW,12/12/2020,Power,11.8609263
ROW,13/12/2020,Power,11.4413362
ROW,14/12/2020,Power,10.7170432
ROW,15/12/2020,Power,10.5755586
ROW,16/12/2020,Power,11.3100307
ROW,17/12/2020,Power,11.7794053
ROW,18/12/2020,Power,11.9230213
ROW,19/12/2020,Power,11.8407579
ROW,20/12/2020,Power,11.5523234
ROW,21/12/2020,Power,11.2372849
ROW,22/12/2020,Power,11.0432867
ROW,23/12/2020,Power,11.2580485
ROW,24/12/2020,Power,10.9952217
ROW,25/12/2020,Power,10.8166727
ROW,26/12/2020,Power,10.9781182
ROW,27/12/2020,Power,11.0982684
ROW,28/12/2020,Power,10.7642198
ROW,29/12/2020,Power,10.4310111
ROW,30/12/2020,Power,10.6947539
ROW,31/12/2020,Power,10.9521038
WORLD,01/01/2019,Power,37.2237572
WORLD,02/01/2019,Power,41.6242347
WORLD,03/01/2019,Power,42.5674394
WORLD,04/01/2019,Power,42.3809229
WORLD,05/01/2019,Power,41.2825708
WORLD,06/01/2019,Power,39.545604
WORLD,07/01/2019,Power,41.7165807
WORLD,08/01/2019,Power,41.1382335
WORLD,09/01/2019,Power,42.9673177
WORLD,10/01/2019,Power,44.432762
WORLD,11/01/2019,Power,44.3623228
WORLD,12/01/2019,Power,41.4244711
WORLD,13/01/2019,Power,39.7247004
WORLD,14/01/2019,Power,42.0570371
WORLD,15/01/2019,Power,42.504846
WORLD,16/01/2019,Power,42.9899271
WORLD,17/01/2019,Power,42.8617447
WORLD,18/01/2019,Power,42.4818289
WORLD,19/01/2019,Power,40.631075
WORLD,20/01/2019,Power,40.0152918
WORLD,21/01/2019,Power,42.0357948
WORLD,22/01/2019,Power,41.99021
WORLD,23/01/2019,Power,41.8068341
WORLD,24/01/2019,Power,41.433961
WORLD,25/01/2019,Power,41.1129258
WORLD,26/01/2019,Power,38.608503
WORLD,27/01/2019,Power,35.8504983
WORLD,28/01/2019,Power,38.3836027
WORLD,29/01/2019,Power,39.2077384
WORLD,30/01/2019,Power,40.0381986
WORLD,31/01/2019,Power,39.649006
WORLD,01/02/2019,Power,37.1427776
WORLD,02/02/2019,Power,34.1666054
WORLD,03/02/2019,Power,32.2159099
WORLD,04/02/2019,Power,33.6633764
WORLD,05/02/2019,Power,34.4762762
WORLD,06/02/2019,Power,34.5782688
WORLD,07/02/2019,Power,34.0091823
WORLD,08/02/2019,Power,35.0675525
WORLD,09/02/2019,Power,35.0232563
WORLD,10/02/2019,Power,35.0775625
WORLD,11/02/2019,Power,37.1633987
WORLD,12/02/2019,Power,38.3566995
WORLD,13/02/2019,Power,38.2081282
WORLD,14/02/2019,Power,38.4804634
WORLD,15/02/2019,Power,38.5160846
WORLD,16/02/2019,Power,36.7428061
WORLD,17/02/2019,Power,36.3470019
WORLD,18/02/2019,Power,40.0894661
WORLD,19/02/2019,Power,41.1591189
WORLD,20/02/2019,Power,40.4127712
WORLD,21/02/2019,Power,40.4718374
WORLD,22/02/2019,Power,40.3388178
WORLD,23/02/2019,Power,37.2078813
WORLD,24/02/2019,Power,36.3020476
WORLD,25/02/2019,Power,39.2942253
WORLD,26/02/2019,Power,40.2775979
WORLD,27/02/2019,Power,40.0177892
WORLD,28/02/2019,Power,39.0075502
WORLD,01/03/2019,Power,40.0079136
WORLD,02/03/2019,Power,37.7003364
WORLD,03/03/2019,Power,36.3025106
WORLD,04/03/2019,Power,38.2318852
WORLD,05/03/2019,Power,38.9631007
WORLD,06/03/2019,Power,38.3623824
WORLD,07/03/2019,Power,37.6894945
WORLD,08/03/2019,Power,37.6567126
WORLD,09/03/2019,Power,35.3996055
WORLD,10/03/2019,Power,34.1300797
WORLD,11/03/2019,Power,35.8861788
WORLD,12/03/2019,Power,35.5760432
WORLD,13/03/2019,Power,35.7654358
WORLD,14/03/2019,Power,35.828625
WORLD,15/03/2019,Power,35.5456166
WORLD,16/03/2019,Power,34.4509599
WORLD,17/03/2019,Power,33.5726558
WORLD,18/03/2019,Power,36.5036259
WORLD,19/03/2019,Power,36.6382802
WORLD,20/03/2019,Power,36.4274635
WORLD,21/03/2019,Power,35.7405163
WORLD,22/03/2019,Power,36.0249326
WORLD,23/03/2019,Power,34.574198
WORLD,24/03/2019,Power,33.3047606
WORLD,25/03/2019,Power,35.6442687
WORLD,26/03/2019,Power,36.0323748
WORLD,27/03/2019,Power,35.9249868
WORLD,28/03/2019,Power,36.3111633
WORLD,29/03/2019,Power,35.834209
WORLD,30/03/2019,Power,33.6633257
WORLD,31/03/2019,Power,32.8538961
WORLD,01/04/2019,Power,35.9535351
WORLD,02/04/2019,Power,36.7988697
WORLD,03/04/2019,Power,36.6929479
WORLD,04/04/2019,Power,35.8064793
WORLD,05/04/2019,Power,33.8966557
WORLD,06/04/2019,Power,32.9285714
WORLD,07/04/2019,Power,32.5469648
WORLD,08/04/2019,Power,35.6054307
WORLD,09/04/2019,Power,36.0327815
WORLD,10/04/2019,Power,36.6126986
WORLD,11/04/2019,Power,36.3983307
WORLD,12/04/2019,Power,36.0212965
WORLD,13/04/2019,Power,34.115526
WORLD,14/04/2019,Power,32.6290501
WORLD,15/04/2019,Power,33.9389714
WORLD,16/04/2019,Power,33.9301668
WORLD,17/04/2019,Power,32.8599249
WORLD,18/04/2019,Power,33.2080077
WORLD,19/04/2019,Power,33.0101506
WORLD,20/04/2019,Power,31.9187125
WORLD,21/04/2019,Power,30.5456116
